Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Quantity,Visibility_Revenue,Revenue_Item
FDV26,20.25,regular,0.076097073,Dairy,193.5794,OUT013,1987,High,Tier 3,Supermarket Type1,1950.7939999999999,10,148.4497,0.09151157802212913
FDJ22,18.75,low fat,0.052766297000000004,Snack Foods,189.7504,OUT013,1987,High,Tier 3,Supermarket Type1,2492.7552,13,131.5335,0.11693493109721893
FDC16,11.5,regular,0.020601791,Dairy,86.054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.6480000000001,12,21.398,0.04761897494051445
NCH42,6.86,low fat,0.036360386,Household,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7580.133000000001,33,275.6166,0.23789613310649096
FDD46,6.035,low fat,0.140571971,Snack Foods,154.7998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3383.5956,22,475.6387,0.10619131738666553
FDT25,7.5,low fat,0.05074138,Canned,123.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1837.608,15,93.2428,0.0811663486671074
FDR34,17.0,regular,0.015997687,Snack Foods,229.1352,OUT045,2002,Small,Tier 2,Supermarket Type1,4580.704000000001,20,73.2807,0.22507086624476785
FDQ10,12.85,low fat,0.033018558999999996,Snack Foods,170.4422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238,29,165.12,0.1569466715645897
DRI03,6.03,low fat,0.022703692999999997,Dairy,177.9028,OUT046,1997,Small,Tier 1,Supermarket Type1,4781.7756,27,108.564,0.22798388984285997
FDB58,10.5,regular,0.013431108999999998,Snack Foods,143.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4821.7236,34,64.7611,0.15132576161240294
FDQ03,15.0,regular,0.07804043633333334,Meat,235.6248,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984,8,147.9802,0.08693515425037508
DRD27,18.75,low fat,0.023876985,Dairy,97.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,2281.6966,23,54.48,0.10460911994945066
FDK33,17.85,low fat,0.011281018,Snack Foods,213.75599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,3408.8959999999997,16,38.4558,0.19816212370967234
DRL23,18.35,low fat,0.015328106000000001,Hard Drinks,107.5938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1822.2946,17,27.9323,0.08354688103345387
FDW32,18.35,regular,0.09448807099999999,Fruits and Vegetables,87.1882,OUT045,2002,Small,Tier 2,Supermarket Type1,515.3292,6,48.6925,0.02532047245253638
NCL05,19.6,low fat,0.047897663,Health and Hygiene,44.677,OUT046,1997,Small,Tier 1,Supermarket Type1,173.108,4,8.2915,0.00825338504025948
DRB01,7.39,low fat,0.081841136,Soft Drinks,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259,3,46.5888,0.017865717506021058
NCL06,14.65,low fat,0.072212787,Household,260.9594,OUT045,2002,Small,Tier 2,Supermarket Type1,2878.2534,11,207.8467,0.14142170854304234
FDH10,21.0,low fat,0.049505857,Snack Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,6,57.5499,0.06757638046818124
NCO14,9.6,low fat,0.02981155,Household,45.2086,OUT017,2007,Small,Tier 2,Supermarket Type1,669.1289999999999,15,19.9478,0.031014842685311367
FDV03,17.6,low fat,0.058181585,Meat,154.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,15,135.3869,0.10668481885711409
FDW52,14.0,regular,0.037734782,Frozen Foods,166.4526,OUT017,2007,Small,Tier 2,Supermarket Type1,4769.1254,29,179.9619,0.22105404791530878
NCZ30,6.59,low fat,0.026201751000000002,Household,119.1098,OUT017,2007,Small,Tier 2,Supermarket Type1,964.0784,8,25.2605,0.04468606189883668
FDY35,17.6,regular,0.026827052,Breads,47.8402,OUT010,1998,Small,Tier 3,Grocery Store,91.8804,2,2.4649,0.05051558845169721
FDN31,11.5,low fat,0.072881535,Fruits and Vegetables,191.35299999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.036,12,165.9539,0.10856375706802857
FDX31,20.35,regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,2570.6538,11,38.1043,0.1135446638419209
NCJ05,18.7,low fat,0.046159927999999996,Health and Hygiene,152.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.1502,11,77.4171,0.07689243453535634
FDN56,5.46,regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,Small,Tier 2,Supermarket Type1,4334.358,30,466.6489,0.20090211530485277
FDZ04,9.31,low fat,0.038014104,Frozen Foods,62.351000000000006,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.263,13,31.2576,0.0376983551612406
FDJ44,12.3,regular,0.10630714599999999,Fruits and Vegetables,174.9396,OUT035,2004,Small,Tier 2,Supermarket Type1,1569.9564,9,166.8976,0.06934429353515915
FDI08,18.2,regular,0.06667205799999999,Fruits and Vegetables,248.1092,OUT017,2007,Small,Tier 2,Supermarket Type1,4233.1564,17,282.2332,0.19621131322707433
FDB59,18.25,low fat,0.015341138999999998,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,1984.0839999999998,10,30.4381,0.11533654856539524
FDY15,18.25,regular,0.171174491,Dairy,156.463,OUT045,2002,Small,Tier 2,Supermarket Type1,938.778,6,160.6948,0.046126442064698056
NCZ18,7.825,low fat,0.325780807,Household,252.7698,OUT019,1985,Small,Tier 1,Grocery Store,761.0094,3,247.9223,0.44069338844249784
DRO47,10.195,low fat,0.112859454,Hard Drinks,114.486,OUT017,2007,Small,Tier 2,Supermarket Type1,2490.092,22,281.0304,0.11541841954533784
FDW21,5.34,regular,0.005962753,Snack Foods,102.4358,OUT035,2004,Small,Tier 2,Supermarket Type1,2010.7160000000001,20,11.9894,0.08881245397632767
FDZ14,7.71,regular,0.047358246,Dairy,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,32,189.3759,0.12549882963878653
FDM09,11.15,regular,0.086105815,Snack Foods,167.87900000000002,OUT045,2002,Small,Tier 2,Supermarket Type1,2886.243,17,248.5223,0.14181427400742275
FDK43,9.8,low fat,0.026882496000000002,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,24,81.6165,0.13919392674919606
FDE45,12.1,low fat,0.040521714,Fruits and Vegetables,178.5002,OUT018,2009,Medium,Tier 3,Supermarket Type2,5552.1062,31,224.9809,0.32274881828417146
FDR35,12.5,low fat,0.020597493,Breads,200.0742,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.339,45,184.5193,0.2811499754894893
FDT58,9.0,low fat,0.08553847699999999,Snack Foods,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,3523.4136,21,301.3874,0.11057938835305665
FDS57,15.5,low fat,0.10345606425000001,Snack Foods,141.547,OUT017,2007,Small,Tier 2,Supermarket Type1,3006.087,21,310.9979,0.1393353380340108
FDP03,5.15,regular,0.10239789,Meat,122.1388,OUT010,1998,Small,Tier 3,Grocery Store,495.3552,4,50.7233,0.2723449116526285
NCW53,18.35,low fat,0.0304697,Health and Hygiene,191.3162,OUT013,1987,High,Tier 3,Supermarket Type1,1346.9134,7,41.04,0.06318359124190007
FDA39,6.32,low fat,0.021287234,Meat,38.5822,OUT010,1998,Small,Tier 3,Grocery Store,78.5644,2,1.6724,0.043194488676088924
NCH29,5.51,low fat,0.034467286,Health and Hygiene,96.7726,OUT035,2004,Small,Tier 2,Supermarket Type1,2642.5602,27,91.0819,0.11672073835498163
FDU02,13.35,low fat,0.1027194,Dairy,228.8352,OUT045,2002,Small,Tier 2,Supermarket Type1,5267.8096,23,541.1062,0.258831496181483
FDN13,18.6,low fat,0.266234421,Breakfast,98.5358,OUT019,1985,Small,Tier 1,Grocery Store,402.1432,4,107.0644,0.23287734612359465
FDX56,17.1,regular,0.129668578,Fruits and Vegetables,206.8638,OUT019,1985,Small,Tier 1,Grocery Store,207.0638,1,26.8497,0.1199086997424469
FDT11,5.94,regular,0.02923013,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564,19,104.2743,0.11195849637106531
NCC18,19.1,low fat,0.17641157899999999,Household,173.2422,OUT027,1985,Medium,Tier 3,Supermarket Type3,2069.3064,12,365.0496,0.06494345030258883
FDA32,14.0,low fat,0.050371507999999995,Fruits and Vegetables,214.7192,OUT010,1998,Small,Tier 3,Grocery Store,862.8768,4,43.4644,0.4744072654594173
FDU39,18.85,low fat,0.036184755,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.3306,13,27.8742,0.04477999553361151
FDV27,7.97,regular,0.07001738099999999,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,177.1028,2,12.4003,0.10255856633919896
NCW53,18.35,low fat,0.030556922,Health and Hygiene,190.6162,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.0754,17,99.954,0.16072284387507912
NCZ42,10.5,low fat,0.011278535,Household,237.0248,OUT013,1987,High,Tier 3,Supermarket Type1,5451.5704,23,61.4857,0.2557326965341956
FDO46,9.6,regular,0.014215025666666667,Snack Foods,191.0872,OUT017,2007,Small,Tier 2,Supermarket Type1,4349.0056,23,61.8212,0.20158104718453124
FDQ57,7.275,low fat,0.027812304,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948,23,93.6982,0.10573161471399597
FDZ36,6.035,regular,0.066051758,Baking Goods,187.72400000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.6639999999998,11,135.45,0.11920690254409977
FDK38,6.65,low fat,0.053506995999999994,Canned,150.0734,OUT018,2009,Medium,Tier 3,Supermarket Type2,3563.3616,24,190.6648,0.20714134494026692
FDU51,20.2,regular,0.096046304,Meat,178.7028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4604.6728,26,442.2618,0.14451380382648146
FDS14,7.285,low fat,0.049922304,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,1571.2879999999998,10,78.4423,0.07370898434546919
FDQ40,11.1,regular,0.036083537,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,17,107.8216,0.1369961279057877
FDE20,11.35,regular,0.005539114,Fruits and Vegetables,167.87900000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696,24,22.5702,0.1868129016897105
FDH58,12.3,low fat,0.036939673,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,3109.9518,27,114.8806,0.14827523662712322
NCK53,11.6,low fat,0.037793818,Health and Hygiene,99.3042,OUT017,2007,Small,Tier 2,Supermarket Type1,2281.6966,23,86.234,0.10575907052991251
FDJ44,12.3,regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,Small,Tier 2,Supermarket Type1,3663.2316,21,391.7045,0.16979469099958525
FDN22,18.85,regular,0.138585859,Snack Foods,252.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.7412,13,453.4171,0.16075555766377747
FDH56,9.8,regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888,14,103.926,0.09428182292124256
FDK48,7.445,low fat,0.037708542000000005,Baking Goods,74.7354,OUT045,2002,Small,Tier 2,Supermarket Type1,1128.531,15,42.5553,0.05544987184373277
FDQ40,11.1,regular,0.036020711000000004,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,12,75.9768,0.09316485238311457
FDH10,21.0,low fat,0.049295686,Snack Foods,194.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,968.7389999999999,5,47.7547,0.04278878163429031
FDM21,20.2,low fat,0.06449461,Snack Foods,259.2646,OUT045,2002,Small,Tier 2,Supermarket Type1,3091.9752,12,199.4157,0.15192283471521825
FDX12,18.2,regular,0.026117345,Baking Goods,239.2196,OUT045,2002,Small,Tier 2,Supermarket Type1,3133.2548,13,81.8323,0.1539510896145171
FDM51,11.8,regular,0.025904648,Meat,102.4674,OUT013,1987,High,Tier 3,Supermarket Type1,2037.348,20,52.7768,0.095571818685227
FDG09,20.6,regular,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998,Small,Tier 3,Grocery Store,563.2668,3,45.194,0.30968252050823075
DRD37,9.8,low fat,0.013830218,Soft Drinks,45.306000000000004,OUT013,1987,High,Tier 3,Supermarket Type1,1304.968,29,18.048,0.06121593615132187
FDN21,18.6,low fat,0.076855628,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708,3,37.1498,0.02304599053549378
NCQ06,13.0,low fat,0.041824524,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154,11,117.3184,0.13373658144081998
FDV52,20.7,regular,0.12152072,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194,9,128.8872,0.050567855265897514
FDC10,9.8,regular,0.073289899,Snack Foods,120.8098,OUT017,2007,Small,Tier 2,Supermarket Type1,1325.6078,11,97.1537,0.061443335110900436
FDX51,9.5,regular,0.022054552999999998,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396,23,99.2927,0.19885755423441315
NCD54,21.1,low fat,0.029054046,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,20,83.9538,0.1324784302832261
NCK18,9.6,low fat,0.006665666999999999,Household,164.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3797.7232,23,25.3144,0.11918836567759547
FDZ01,8.975,regular,0.009057131999999999,Canned,104.09899999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776,24,22.4325,0.10939812211653606
FDT48,4.92,low fat,0.04595503099999999,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924,11,100.2965,0.10405613908450223
FDB40,17.5,regular,0.007551606999999999,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,13,14.3143,0.08690462926643887
NCC07,19.6,low fat,0.023835164,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,3050.6956,30,72.7138,0.09574352937144853
FDT52,9.695,regular,0.047503317999999996,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872,13,151.307,0.14603152315091095
FDK09,15.2,low fat,0.160665697,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408,4,147.1924,0.530528523619315
NCQ30,7.725,low fat,0.048661040999999995,Household,123.7414,OUT010,1998,Small,Tier 3,Grocery Store,121.8414,1,5.9289,0.06698806294681586
FDZ60,20.5,low fat,0.208987123,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,2,45.0825,0.1249209605033852
NCK18,9.6,low fat,0.006692529,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312,18,19.8911,0.1394224178466841
FDV11,9.1,regular,0.136695145,Breads,173.4054,OUT010,1998,Small,Tier 3,Grocery Store,875.5269999999999,5,119.6803,0.48136231024624515
FDR25,17.0,regular,0.140311123,Canned,265.6884,OUT017,2007,Small,Tier 2,Supermarket Type1,2649.884,10,371.8082,0.12282494914183012
FDB26,14.0,regular,0.031330907000000005,Canned,52.364,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,14,23.3633,0.03663944334217151
DRD01,12.1,regular,0.061521569000000005,Soft Drinks,55.8614,OUT017,2007,Small,Tier 2,Supermarket Type1,1436.7964,26,88.394,0.06659704528845962
FDG32,19.85,low fat,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,Small,Tier 2,Supermarket Type1,3558.0352,16,629.7403,0.16491872568189447
FDY49,17.2,regular,0.0120098,Canned,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,2807.0128,17,33.7117,0.12398453839874087
FDD26,8.71,regular,0.072141818,Canned,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386,15,200.2935,0.12263176592095575
FDC22,6.89,regular,0.136984147,Snack Foods,192.68200000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.1479999999997,14,370.2884,0.15713637153540425
DRD27,18.75,low fat,0.023890612000000002,Dairy,97.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,1686.4714,17,40.2908,0.08286402677296466
FDA44,19.7,low fat,0.052964982,Fruits and Vegetables,57.793,OUT027,1985,Medium,Tier 3,Supermarket Type3,1754.3829999999998,30,92.9209,0.05505984284019355
FDW01,14.5,low fat,0.064048405,Canned,154.4682,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682,10,97.6535,0.07152270091149342
FDV32,7.785,low fat,0.155316936,Fruits and Vegetables,64.15100000000001,OUT019,1985,Small,Tier 1,Grocery Store,316.255,5,49.1198,0.1831402970342839
FDK32,16.25,regular,0.048738407000000004,Fruits and Vegetables,152.8682,OUT027,1985,Medium,Tier 3,Supermarket Type3,5031.4506,33,245.2249,0.15790786806198964
NCA05,20.75,low fat,0.025174749,Health and Hygiene,149.4734,OUT013,1987,High,Tier 3,Supermarket Type1,2969.468,20,74.7556,0.13929748736474262
FDR10,17.6,low fat,0.010031539,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072,11,17.9264,0.08382835338272852
FDL22,16.85,low fat,0.036383293,Snack Foods,91.0488,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856,12,39.5336,0.04799401486402873
FDD10,20.6,regular,0.04612580166666667,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688,20,164.6086,0.15762740175931003
FDW25,5.175,low fat,0.03736783,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672,3,9.5537,0.011993326266381428
FDR47,17.85,low fat,0.087604647,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352,8,136.7189,0.07155056234651656
DRF27,8.93,low fat,0.028461452999999998,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,5053.4220000000005,33,143.8277,0.23168462807596454
FDQ48,14.3,regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.4520000000002,20,67.0322,0.06143299352947593
FDS37,7.655,low fat,0.031938827999999995,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492,10,37.0009,0.05117008937708945
NCI18,18.35,low fat,0.014024028000000001,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,2692.4952,12,37.7596,0.12837188116465129
NCJ42,19.75,low fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644,17,24.8074,0.05470461804767618
FDY48,14.0,low fat,0.023730384,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648,14,34.0641,0.06340385787184187
FDB39,11.6,low fat,0.038578846,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,12,25.8913,0.030769183807717024
DRI37,15.85,low fat,0.10803618699999999,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.0848,12,75.9586,0.04087093801511992
FDB58,10.5,regular,0.013572808,Snack Foods,143.2154,OUT017,2007,Small,Tier 2,Supermarket Type1,1559.9694,11,21.1732,0.07230624518575576
FDV12,16.7,regular,0.06082402,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912,18,107.883,0.08320370097302116
NCU06,17.6,low fat,0.074345142,Household,230.90099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319,19,324.4659,0.20472982728158923
FDU34,18.25,low fat,0.075501241,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092,2,18.8005,0.014475123880354972
FDP31,21.1,regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,6,62.1896,0.022293238917338143
FDV11,9.1,regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648,12,171.5732,0.09281195521499672
NCY06,15.25,low fat,0.061434045,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424,18,144.305,0.1365460883686961
NCV41,14.35,low fat,0.017073332,Health and Hygiene,109.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,15,28.3049,0.08145733385893487
FDQ52,17.0,low fat,0.11880685699999999,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,6705.2718,27,796.6323,0.2104393462025007
FDM38,5.885,regular,0.092694107,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478,28,141.3908,0.07155393353197878
FDA14,16.1,low fat,0.065183228,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76,10,95.4778,0.06983633495604176
FDB23,19.2,regular,0.005561538,Starchy Foods,224.0062,OUT027,1985,Medium,Tier 3,Supermarket Type3,3837.0054,17,21.3397,0.12042120466339107
DRH49,19.7,low fat,0.024635077000000002,Soft Drinks,84.1592,OUT013,1987,High,Tier 3,Supermarket Type1,1073.2696,13,26.4401,0.0503469842224137
FDI40,11.5,regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,Small,Tier 2,Supermarket Type1,2010.7160000000001,20,253.9804,0.09319883075586104
FDR37,16.5,regular,0.066383907,Breakfast,180.4292,OUT045,2002,Small,Tier 2,Supermarket Type1,2189.1504,12,145.3244,0.10756293724023207
FDS16,15.15,regular,0.066279832,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.755999999999,31,300.9605,0.20818039044506953
FDT15,12.15,regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,11,85.9625,0.09602496056455742
FDL32,15.7,regular,0.12290849599999999,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,11,151.2264,0.05771788265696062
FDB39,11.6,low fat,0.038736837999999996,Dairy,55.8272,OUT017,2007,Small,Tier 2,Supermarket Type1,1454.1072,26,56.3275,0.06739941932807963
FDX40,12.85,low fat,0.098910759,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312,8,30.5566,0.014491935905210892
DRD13,15.0,low fat,0.049178998,Soft Drinks,65.6168,OUT045,2002,Small,Tier 2,Supermarket Type1,639.168,10,31.4336,0.031405237150432724
FDZ43,11.0,regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144,12,165.8004,0.13642408628008873
DRM59,5.88,low fat,0.003589104,Hard Drinks,155.5998,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978,11,6.072,0.07936208865332085
NCZ18,7.825,low fat,0.186225725,Household,253.4698,OUT017,2007,Small,Tier 2,Supermarket Type1,6849.0846,27,1275.4757,0.3174623748296498
FDH52,9.42,regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,29,75.7481,0.054412079983250095
FDM25,10.695,regular,0.10154201,Breakfast,173.7712,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,1,17.8482,0.09663851703802945
NCP05,19.6,low fat,0.025164132000000002,Health and Hygiene,152.6024,OUT027,1985,Medium,Tier 3,Supermarket Type3,6072.096,40,152.799,0.19056765339755796
FDY38,13.6,regular,0.119077255,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3,10,277.4857,0.10931417169878907
FDO37,8.06,low fat,0.021497594,Breakfast,230.3326,OUT017,2007,Small,Tier 2,Supermarket Type1,1386.1956,6,29.7999,0.06425164424957042
FDV49,10.0,low fat,0.025702129,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,7136.7102,27,183.4286,0.2239796794702219
NCP02,7.105,low fat,0.075000682,Household,61.0562,OUT010,1998,Small,Tier 3,Grocery Store,296.281,5,22.2213,0.16289447000728452
NCJ19,18.6,low fat,0.11841968300000001,Others,58.3588,OUT045,2002,Small,Tier 2,Supermarket Type1,1545.9876,26,183.0754,0.07596141735760913
FDW44,9.5,regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.672,15,89.8701,0.12189614828690927
FDU56,16.85,low fat,0.04441405599999999,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.6926,11,90.1025,0.09672332391411785
FDZ58,17.85,low fat,0.052471995,Snack Foods,123.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,2450.144,20,128.5639,0.11356678714621475
FDZ15,13.1,low fat,0.020853376,Dairy,117.4782,OUT013,1987,High,Tier 3,Supermarket Type1,1906.8512,16,39.7643,0.08945022507009481
NCI06,11.3,low fat,0.047791877999999996,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,28,240.5579,0.2307688785578777
FDD36,13.3,low fat,0.02136022,Baking Goods,120.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.6860000000001,15,37.9718,0.10333845123141118
FDD56,15.2,regular,0.103988736,Fruits and Vegetables,177.0054,OUT045,2002,Small,Tier 2,Supermarket Type1,3677.2134,21,382.3888,0.18067825498108325
FDX27,20.7,regular,0.114581955,Dairy,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436,10,108.3299,0.05495902649760445
FDG50,7.405,low fat,0.02556185,Canned,89.7146,OUT010,1998,Small,Tier 3,Grocery Store,182.4292,2,4.6632,0.10029906692583361
FDU36,6.15,low fat,0.046459438,Baking Goods,100.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.1528,17,77.8267,0.09737810610420619
FDJ15,11.35,regular,0.023322477999999997,Dairy,182.5608,OUT046,1997,Small,Tier 1,Supermarket Type1,3307.6944,18,77.1436,0.15770314184618886
FDG32,19.85,low fat,0.175962247,Fruits and Vegetables,223.0772,OUT035,2004,Small,Tier 2,Supermarket Type1,1779.0176,8,313.0399,0.07857843610090977
FDV15,10.3,low fat,0.255929096,Meat,103.3648,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,3,79.7461,0.18044138739377866
FDS28,8.18,regular,0.08233301900000001,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,343.5528,6,28.2857,0.016116032170450042
FDU23,12.15,low fat,0.021757269,Breads,165.0184,OUT049,1999,Medium,Tier 1,Supermarket Type1,3302.368,20,71.8505,0.15140392032368694
DRI03,6.03,low fat,0.0226994,Dairy,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672,24,96.4831,0.1877412934387006
FDH28,15.85,regular,0.110653377,Frozen Foods,36.9506,OUT017,2007,Small,Tier 2,Supermarket Type1,759.012,21,83.9872,0.03518101558333827
FDP16,18.6,low fat,0.06577152900000001,Frozen Foods,245.7802,OUT010,1998,Small,Tier 3,Grocery Store,245.6802,1,16.1588,0.135074290859973
NCQ29,12.0,low fat,0.104230135,Health and Hygiene,262.3278,OUT017,2007,Small,Tier 2,Supermarket Type1,1561.9668,6,162.804,0.07239882680571191
FDU31,10.5,regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.6604,13,70.5163,0.13453017615622956
FDF04,17.5,low fat,0.013658248000000001,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296,24,84.6802,0.2842486504141478
FDZ20,16.1,low fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,6867.0612,27,235.392,0.32213324768608864
